num_training_step_calls_per_iteration,num_env_steps_sampled_lifetime,done,training_iteration,trial_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,timers/training_iteration,timers/restore_env_runners,timers/training_step,timers/env_runner_sampling_timer,timers/learner_update_timer,timers/synch_weights,env_runners/episode_return_min,env_runners/sample,env_runners/env_step_timer,env_runners/episode_return_max,env_runners/env_to_module_sum_episodes_length_out,env_runners/num_env_steps_sampled,env_runners/rlmodule_inference_timer,env_runners/num_episodes_lifetime,env_runners/num_episodes,env_runners/num_env_steps_sampled_lifetime,env_runners/episode_len_mean,env_runners/episode_return_mean,env_runners/weights_seq_no,env_runners/episode_duration_sec_mean,env_runners/episode_len_max,env_runners/env_reset_timer,env_runners/episode_len_min,env_runners/env_to_module_sum_episodes_length_in,fault_tolerance/num_healthy_workers,fault_tolerance/num_remote_worker_restarts,env_runner_group/actor_manager_num_outstanding_async_reqs,perf/cpu_util_percent,perf/ram_util_percent,env_runners/module_to_env_connector/connector_pipeline_timer,env_runners/env_to_module_connector/connector_pipeline_timer,env_runners/num_module_steps_sampled_lifetime/default_policy,env_runners/agent_episode_return_mean/default_agent,env_runners/num_module_steps_sampled/default_policy,env_runners/module_episode_return_mean/default_policy,env_runners/num_agent_steps_sampled_lifetime/default_agent,env_runners/num_agent_steps_sampled/default_agent,env_runners/num_env_steps_sampled_lifetime_throughput/throughput_since_last_reduce,env_runners/num_env_steps_sampled_lifetime_throughput/throughput_since_last_restore,learners/default_policy/total_loss,learners/default_policy/module_train_batch_size_mean,learners/default_policy/diff_num_grad_updates_vs_sampler_policy,learners/default_policy/num_module_steps_trained,learners/default_policy/mean_kl_loss,learners/default_policy/curr_kl_coeff,learners/default_policy/policy_loss,learners/default_policy/num_trainable_parameters,learners/default_policy/vf_loss,learners/default_policy/weights_seq_no,learners/default_policy/entropy,learners/default_policy/vf_explained_var,learners/default_policy/curr_entropy_coeff,learners/default_policy/vf_loss_unclipped,learners/default_policy/default_optimizer_learning_rate,learners/default_policy/num_module_steps_trained_lifetime,learners/__all_modules__/num_non_trainable_parameters,learners/__all_modules__/num_trainable_parameters,learners/__all_modules__/learner_connector_sum_episodes_length_in,learners/__all_modules__/num_module_steps_trained_lifetime,learners/__all_modules__/num_env_steps_trained_lifetime,learners/__all_modules__/num_env_steps_trained,learners/__all_modules__/learner_connector_sum_episodes_length_out,learners/__all_modules__/num_module_steps_trained,learners/__all_modules__/num_env_steps_trained_throughput,learners/__all_modules__/num_module_steps_trained_throughput,learners/default_policy/num_module_steps_trained_lifetime_throughput/throughput_since_last_reduce,learners/default_policy/num_module_steps_trained_lifetime_throughput/throughput_since_last_restore,learners/__all_modules__/learner_connector/connector_pipeline_timer,learners/__all_modules__/num_env_steps_trained_lifetime_throughput/throughput_since_last_reduce,learners/__all_modules__/num_env_steps_trained_lifetime_throughput/throughput_since_last_restore,learners/__all_modules__/num_module_steps_trained_lifetime_throughput/throughput_since_last_reduce,learners/__all_modules__/num_module_steps_trained_lifetime_throughput/throughput_since_last_restore,env_runners/module_to_env_connector/timers/connectors/un_batch_to_individual_items,env_runners/module_to_env_connector/timers/connectors/listify_data_for_vector_env,env_runners/module_to_env_connector/timers/connectors/tensor_to_numpy,env_runners/module_to_env_connector/timers/connectors/normalize_and_clip_actions,env_runners/module_to_env_connector/timers/connectors/get_actions,env_runners/module_to_env_connector/timers/connectors/remove_single_ts_time_rank_from_batch,env_runners/env_to_module_connector/timers/connectors/batch_individual_items,env_runners/env_to_module_connector/timers/connectors/add_observations_from_episodes_to_batch,env_runners/env_to_module_connector/timers/connectors/add_states_from_episodes_to_batch,env_runners/env_to_module_connector/timers/connectors/add_time_dim_to_batch_and_zero_pad,env_runners/env_to_module_connector/timers/connectors/numpy_to_tensor,learners/__all_modules__/learner_connector/timers/connectors/general_advantage_estimation,learners/__all_modules__/learner_connector/timers/connectors/add_time_dim_to_batch_and_zero_pad,learners/__all_modules__/learner_connector/timers/connectors/numpy_to_tensor,learners/__all_modules__/learner_connector/timers/connectors/add_one_ts_to_episodes_and_truncate,learners/__all_modules__/learner_connector/timers/connectors/add_columns_from_episodes_to_train_batch,learners/__all_modules__/learner_connector/timers/connectors/batch_individual_items,learners/__all_modules__/learner_connector/timers/connectors/add_observations_from_episodes_to_batch,learners/__all_modules__/learner_connector/timers/connectors/add_states_from_episodes_to_batch
1,8192.0,False,1,be19d_00000,2026-01-04_01-11-26,1767485486,1774.9680669307709,1774.9680669307709,9131,dahu-12.grenoble.grid5000.fr,172.16.20.12,1774.9680669307709,1,1774.950410129,6.71340000053533e-05,1774.9499256679999,6.880425097,1768.0294705449999,0.020175646000097913,0.0,6.287933025708331,0.005498665143348148,70.0,12.984843345170638,8192,0.010184090911253893,371.0,371,8192.0,21.575,15.666666666666666,0.0,0.35025102879999964,50,0.09794754683333314,3,12.984843345170638,24,0,24,2.118113357114546,10.778478002378119,0.0012581347945267649,0.0003945430284147588,8192.0,15.666666666666666,8192,15.666666666666666,8192.0,8192,4.591489029880151,4.591489019051038,3.0823252201080322,128.0,1.0,257664,0.0608246885240078,0.30000001192092896,-0.20853392779827118,1592387.0,3.2786946296691895,1.0,2.823956251144409,9.119510650634766e-06,0.0,218.71009826660156,0.00025,257664.0,0.0,1592387.0,8192.0,257664.0,17283618.0,17283618,8586.0,257664,9687.199285301434,144.41666291060014,144.41665684471005,144.41665674612113,17.128539243000006,9687.199021051907,9687.199013836069,144.4166619010754,144.41666180281024,3.847058907474984e-05,6.820886618578764e-05,0.00013946701299193785,8.002526412473865e-05,0.0007029962399885296,4.343155070150818e-06,7.550925736080298e-05,2.8821742841663572e-05,5.027783779959001e-06,1.0090509005101875e-05,0.00011237773716535477,15.376149225000006,5.346600001132629e-05,0.00039542399998993005,0.6916719970000003,0.2127244750000017,0.8407510849999937,0.005852934999992954,1.2623000003486595e-05
1,16384.0,False,2,be19d_00000,2026-01-04_01-41-21,1767487281,1795.2448287010193,3570.21289563179,9131,dahu-12.grenoble.grid5000.fr,172.16.20.12,3570.21289563179,2,1795.2248042540002,4.0979999994306127e-05,1795.2244638680002,5.2301455550000355,1789.9639614280002,0.02108395000004748,0.0,4.927610562583349,0.0054038362167095,90.0,12.553353237708043,8192,0.006754874926344044,750.0,379,16384.0,21.2,16.333333333333332,1.0,0.26647817439999816,45,nan,3,12.553353237708043,24,0,24,2.0801724137931035,10.98389498432602,0.0010519485923263718,0.00036796575281970636,16384.0,16.333333333333332,8192,16.333333333333332,16384.0,8192,4.563107931884635,4.577252076781411,2.5339443683624268,128.0,1.0,257792,0.057136088609695435,0.45000001788139343,-0.10616021603345871,nan,2.6229636669158936,2.0,2.7826502323150635,0.00010406970977783203,0.0,127.13101196289062,0.00025,515456.0,nan,nan,8192.0,515456.0,34589920.0,17306302,8593.0,257792,9639.958758698109,143.59533323675464,143.59535497401492,144.00463210382878,17.17652545499982,9639.958600969976,9663.49952567526,143.5953327038113,144.00463440786083,3.913366425822506e-05,6.843217726358021e-05,0.0001279719068510861,7.180784321207601e-05,0.0005208721095576062,4.371716667019098e-06,7.240626625966923e-05,2.8903331577362796e-05,5.099459506665376e-06,9.27458897177833e-06,0.00010548790347518333,15.523712385999943,9.152699999503966e-05,0.0003284000001713139,0.7117805769998995,0.2160952050001015,0.7183356739999454,0.005606150999938109,1.1683000138873467e-05
1,24576.0,False,3,be19d_00000,2026-01-04_02-11-12,1767489072,1791.417150735855,5361.630046367645,9131,dahu-12.grenoble.grid5000.fr,172.16.20.12,5361.630046367645,3,1791.4000273239994,4.1202000375051284e-05,1791.3996816659997,5.183247772999948,1786.1879178090003,0.018129575999410008,0.0,4.86856025429167,0.005550619474743228,70.0,12.776421592276025,8192,0.006628148819106817,1108.0,358,24576.0,22.35833333333333,20.916666666666668,2.0,0.2802882539000014,59,nan,3,12.776421592276025,24,0,24,2.0738123282292893,10.98543384373773,0.0010427046887541067,0.00036336998714754247,24576.0,20.916666666666668,8192,20.916666666666668,24576.0,8192,4.57285449956537,4.575781205526518,2.876673936843872,128.0,1.0,257280,0.04268116503953934,0.675000011920929,-0.15068581700325012,nan,3.0081534385681152,3.0,2.756988763809204,-3.993511199951172e-05,0.0,233.76783752441406,0.00025,772736.0,nan,nan,8192.0,772736.0,51823660.0,17233740,8574.0,257280,9620.044580183907,143.6162445700872,143.6162630551492,143.87494688049523,17.447208111000236,9620.044402764339,9648.995839416402,143.61624397091146,143.87494857335867,3.886201932556555e-05,6.785580744513862e-05,0.00012621532745346514,7.01373902619063e-05,0.0005142281365794541,4.404531092763213e-06,7.123426661494391e-05,2.762560170843988e-05,5.102297582706184e-06,9.200760003616489e-06,0.00010328794665358801,15.794352640999932,0.00014816900011282996,0.0003927960001419706,0.5191630819999773,0.21959580300017478,0.9056340669999372,0.007106561999989935,1.3965000107418746e-05
1,32768.0,False,4,be19d_00000,2026-01-04_02-41-27,1767490887,1814.8220739364624,7176.452120304108,9131,dahu-12.grenoble.grid5000.fr,172.16.20.12,7176.452120304108,4,1814.8050864999996,3.332899996166816e-05,1814.8047825969998,5.545221610999761,1809.2360474050001,0.014763325999410881,0.0,5.18727212349999,0.006095913107881576,70.0,12.762422713740795,8192,0.00728245710184829,1469.0,361,32768.0,22.666666666666668,20.666666666666668,3.0,0.3417801451749938,50,nan,3,12.762422713740795,24,0,24,2.0800310197751064,11.08410236525785,0.0013083044556014354,0.00045546496497706916,32768.0,20.666666666666668,8192,20.666666666666668,32768.0,8192,4.513884275293002,4.560147143088314,3.2824437618255615,128.0,1.0,257408,0.029240474104881287,1.0125000476837158,-0.29103514552116394,nan,3.553741455078125,4.0,2.7367210388183594,0.00022083520889282227,0.0,219.88868713378906,0.00025,1030144.0,nan,nan,8192.0,1030144.0,69072007.0,17248347,8577.0,257408,9504.035897796808,141.83474090380332,141.83475917126287,143.35962108432437,17.31683533100022,9504.03573899511,9612.381237188072,141.8347404440319,143.35962222432107,3.7672620797479606e-05,6.69480466455892e-05,0.00012604316474106256,6.808209999144587e-05,0.0007852790040418814,4.371743495982835e-06,7.052644720351361e-05,2.6702677681975606e-05,5.099454328256532e-06,9.196337374908934e-06,0.00019720556280588124,15.890867699999944,4.706799973064335e-05,0.0005337490001693368,0.4796111470004689,0.21707506599977933,0.722535113000049,0.005606961000012234,1.0126000233867671e-05
1,40960.0,False,5,be19d_00000,2026-01-04_03-10-56,1767492656,1768.7688612937927,8945.2209815979,9131,dahu-12.grenoble.grid5000.fr,172.16.20.12,8945.2209815979,5,1768.7492224760008,3.945600019505946e-05,1768.748804508,5.166688287999932,1763.558141376,0.014858685000945115,0.0,4.847661683166659,0.0053424953703130095,80.0,13.037702834074324,8192,0.0066366126730528704,1823.0,354,40960.0,23.575,23.25,4.0,0.2920304075499947,56,nan,3,13.037702834074324,24,0,24,2.0759840954274353,11.08397614314115,0.0010324684385553304,0.00035853888880141467,40960.0,23.25,8192,23.25,40960.0,8192,4.6314176785583046,4.574224181524064,3.490431070327759,128.0,1.0,257024,0.021219376474618912,1.5187500715255737,-0.21962668001651764,nan,3.688573122024536,5.0,2.724473714828491,-9.59634780883789e-05,0.0,244.0315704345703,0.00025,1287168.0,nan,nan,8192.0,1287168.0,86274543.0,17202536,8567.0,257024,9725.603356645428,145.31074845308513,145.3107594281927,143.74498343120052,16.524086000999887,9725.603090355293,9634.743174554675,145.31074643714015,143.74498655444484,3.7536187721478805e-05,6.690566400962589e-05,0.00012494602963182002,6.861400165047844e-05,0.0005118278576651864,4.4018614503131725e-06,7.050915321735849e-05,2.6920844623001086e-05,5.070674124490689e-06,9.216506499031731e-06,0.00010140957763639727,15.262859571000263,9.901199973683106e-05,0.00040740300028119236,0.33174683199922583,0.21415585899922007,0.7089853650004443,0.005271450000691402,1.0284999916621018e-05
1,49152.0,False,6,be19d_00000,2026-01-04_03-40-18,1767494418,1762.2161283493042,10707.437109947205,9131,dahu-12.grenoble.grid5000.fr,172.16.20.12,10707.437109947205,6,1762.1985855740004,3.4716000300250016e-05,1762.1982183359996,5.325215050999759,1756.847022386999,0.016493740000441903,0.0,4.844402575166593,0.005325522893249161,90.0,12.62929159230886,8192,0.006609203161569865,2177.0,354,49152.0,22.366666666666664,23.916666666666668,5.0,0.2766115352999046,49,nan,3,12.62929159230886,24,0,24,2.0727345309381238,11.084790419161674,0.0010279426203409355,0.0003589556398890155,49152.0,23.916666666666668,8192,23.916666666666668,49152.0,8192,4.648380137289304,4.586417300508576,3.883699893951416,128.0,1.0,257152,0.019332924857735634,1.5187500715255737,-0.3123524487018585,nan,4.166690349578857,6.0,2.697148084640503,-1.049041748046875e-05,0.0,317.5418395996094,0.00025,1544320.0,nan,nan,8192.0,1544320.0,103489664.0,17215121,8569.0,257152,9768.364043156396,145.915576133194,145.91560218512012,144.101880071136,16.90353271300046,9768.363861001528,9656.713162723838,145.91557557530945,144.10188093083707,3.735086561596581e-05,6.653083683292816e-05,0.00012524173159189872,6.814518014581833e-05,0.0005091910971069394,4.370574687735822e-06,7.051964930303413e-05,2.6876481458085173e-05,5.087481746038802e-06,9.204120107294052e-06,0.00010100741264424312,15.703268804998515,6.828900041000452e-05,0.0003189090002706507,0.3292123070004891,0.20837115299946163,0.6565544349996344,0.005219980001129443,1.0389998351456597e-05
1,57344.0,False,7,be19d_00000,2026-01-04_04-09-53,1767496193,1775.0081017017365,12482.445211648941,9131,dahu-12.grenoble.grid5000.fr,172.16.20.12,12482.445211648941,7,1774.9826227550002,2.5655999706941657e-05,1774.982336291001,5.110147396000684,1769.8508425950004,0.014553430999512784,0.0,4.802849455500261,0.005304180263710344,70.0,13.532612082394616,8192,0.006612359422054813,2517.0,340,57344.0,24.525000000000002,29.083333333333332,6.0,0.3038402203331922,51,nan,3,13.532612082394616,24,0,24,2.0783987316686483,11.089932619896945,0.0010229314420730775,0.0003568598563638943,57344.0,29.083333333333332,8192,29.083333333333332,57344.0,8192,4.615156287220186,4.590500002067463,3.7622053623199463,128.0,1.0,256768,0.016360320150852203,1.5187500715255737,-0.21428202092647552,nan,3.9516401290893555,7.0,2.7224206924438477,0.0001958608627319336,0.0,295.58392333984375,0.00025,1801088.0,nan,nan,8192.0,1801088.0,120650994.0,17161330,8555.0,256768,9668.242304832911,144.65634004370622,144.65635857466214,144.18063438874998,16.643675130999327,9668.242121710373,9658.349271628735,144.6563394535967,144.1806351143804,3.700303089049657e-05,6.680830963444653e-05,0.00012502931621359464,6.774287120283531e-05,0.0005056652739590968,4.343832925714484e-06,7.045927430699433e-05,2.652491184837294e-05,5.305868864280254e-06,9.036551449376378e-06,0.00010069303735349014,15.409215032001157,7.410999933199491e-05,0.0003877359995385632,0.3228027730001486,0.2137700240000413,0.6917501789994276,0.005090007000035257,9.95199843600858e-06
1,65536.0,False,8,be19d_00000,2026-01-04_04-39-47,1767497987,1793.5510532855988,14275.99626493454,9131,dahu-12.grenoble.grid5000.fr,172.16.20.12,14275.99626493454,8,1793.5324065000004,2.467199919919949e-05,1793.5321246469994,5.357143885001278,1788.156259061001,0.012093457000446506,0.0,4.817180702916555,0.005304627035300209,70.0,13.120250029080795,8192,0.00656411588700101,2866.0,349,65536.0,22.766666666666666,25.25,7.0,0.2834461916667503,45,nan,5,13.120250029080795,24,0,24,2.0717928599450763,11.184150647312672,0.00102591077143568,0.00036066417985366615,65536.0,25.25,8192,25.25,65536.0,8192,4.567400698561885,4.587599125821498,4.093105316162109,128.0,1.0,256896,0.014555903151631355,1.5187500715255737,-0.32903027534484863,nan,4.400028705596924,8.0,2.6835811138153076,-0.00015604496002197266,0.0,354.42730712890625,0.00025,2057984.0,nan,nan,8192.0,2057984.0,137834928.0,17183934,8562.0,256896,9580.803146871933,143.23087865190752,143.23090377789154,144.06136242551105,16.986434766000457,9580.802996176633,9648.611273185556,143.23087828041022,144.06136299070522,3.7502549462979016e-05,6.718991790255203e-05,0.0001255502627816286,6.815357160966746e-05,0.0005015876248332701,4.374035997960007e-06,6.972481565727295e-05,2.7575831183494342e-05,5.137285831469352e-06,9.107069071723333e-06,0.00010035015259929629,15.782165790000363,7.60060011089081e-05,0.00032015999931900296,0.326828948000184,0.21244272399962938,0.6591053060001286,0.005018677999032661,9.471999874222092e-06
1,73728.0,False,9,be19d_00000,2026-01-04_05-09-08,1767499748,1761.1167523860931,16037.113017320633,9131,dahu-12.grenoble.grid5000.fr,172.16.20.12,16037.113017320633,9,1761.098669215,2.092099930450786e-05,1761.0983888830015,5.285029479999139,1755.791024147,0.015299335998861352,0.0,4.7505467942082005,0.005216203012129647,70.0,12.98800923941341,8192,0.006488829471318558,3201.0,335,73728.0,23.825,27.75,8.0,0.29207541857490465,45,nan,5,12.98800923941341,24,0,24,2.0726837060702876,11.184664536741215,0.0009976467477537778,0.00034825071918087694,73728.0,27.75,8192,27.75,73728.0,8192,4.6515261855476835,4.594614666846024,3.2830452919006348,128.0,1.0,256640,0.016963044181466103,1.5187500715255737,-0.24278688430786133,nan,3.5000696182250977,9.0,2.6896021366119385,0.00014144182205200195,0.0,340.5154113769531,0.00025,2314624.0,nan,nan,8192.0,2314624.0,154979683.0,17144755,8551.0,256640,9735.022601683939,145.72364311099196,145.72366962725448,144.24377746930367,16.654395446999843,9735.022441712965,9658.093502077236,145.72364270165818,144.24377798479864,3.6803669639300716e-05,6.515132318269309e-05,0.00012156035930205056,6.613437418447972e-05,0.0004909198202263967,4.2436688735981965e-06,6.817018489647766e-05,2.5826245281237737e-05,4.940155690986403e-06,8.788075343331296e-06,9.824758515791082e-05,15.488726379999207,6.965000102354679e-05,0.00029660000109288376,0.3115300000008574,0.2104201069996634,0.6377068180008791,0.0051027469999098685,9.872999726212583e-06
1,81920.0,False,10,be19d_00000,2026-01-04_05-38-47,1767501527,1778.5193312168121,17815.632348537445,9131,dahu-12.grenoble.grid5000.fr,172.16.20.12,17815.632348537445,10,1778.4995068790013,2.4237000616267323e-05,1778.4991887060023,5.14313210599903,1773.3299486510023,0.015308486999856541,0.0,4.7625533977497225,0.005181776257416484,90.0,13.435526968451564,8192,0.00651298613384201,3538.0,337,81920.0,23.724999999999998,30.416666666666668,9.0,0.29100803475827586,54,nan,5,13.435526968451564,24,0,24,2.078757911392405,11.186352848101269,0.001002535777174366,0.0003495666591367775,81920.0,30.416666666666668,8192,30.416666666666668,81920.0,8192,4.606024820852612,4.595752631109371,4.484869003295898,128.0,1.0,256640,0.014395569451153278,1.5187500715255737,-0.37575024366378784,nan,4.838756084442139,10.0,2.712763786315918,-0.0002652406692504883,0.0,444.0735168457031,0.00025,2571264.0,nan,nan,8192.0,2571264.0,172124438.0,17144755,8551.0,256640,9639.794202447274,144.29816825377918,144.29819466199265,144.2491836826362,16.929375974001232,9639.794042089312,9656.266252798296,144.29816778921185,144.24918418659354,3.635067036825547e-05,6.715574507509032e-05,0.00012244551516653166,6.554145949465793e-05,0.0004935519229752073,4.204794022792056e-06,6.811461455684002e-05,2.5698652559232115e-05,5.0200608126787285e-06,8.73916441101337e-06,9.85509315238561e-05,15.745888483999806,6.282299909798894e-05,0.00032124399876920506,0.3142877079990285,0.21168649900027958,0.6512731420007185,0.0053232870013744105,9.994999345508404e-06
